"id","disease","code","disease_group_id","disease_group_code","block_code","chapter_id","block_id","level","place_of_class","type_of_code","code_1","code_2","field_11","field_12","field_13","field_14"
"9633","Toxic effect: Other specified gases, fumes and vapours","T59.8","302","T59","T51","19","285","4","T","X","T59.8","T598","UNDEF","UNDEF","UNDEF","UNDEF"
"9634","Toxic effect: Gases, fumes and vapours, unspecified","T59.9","302","T59","T51","19","285","4","T","X","T59.9","T599","UNDEF","UNDEF","UNDEF","UNDEF"
"9635","Toxic effect of pesticides","T60","303","T60","T51","19","285","3","N","X","T60.-","T60","UNDEF","UNDEF","UNDEF","UNDEF"
"9636","Toxic effect: Organophosphate and carbamate insecticides","T60.0","303","T60","T51","19","285","4","T","X","T60.0","T600","UNDEF","UNDEF","UNDEF","UNDEF"
"9637","Toxic effect: Halogenated insecticides","T60.1","303","T60","T51","19","285","4","T","X","T60.1","T601","UNDEF","UNDEF","UNDEF","UNDEF"
"9638","Toxic effect: Other insecticides","T60.2","303","T60","T51","19","285","4","T","X","T60.2","T602","UNDEF","UNDEF","UNDEF","UNDEF"
"9639","Toxic effect: Herbicides and fungicides","T60.3","303","T60","T51","19","285","4","T","X","T60.3","T603","UNDEF","UNDEF","UNDEF","UNDEF"
"9640","Toxic effect: Rodenticides","T60.4","303","T60","T51","19","285","4","T","X","T60.4","T604","UNDEF","UNDEF","UNDEF","UNDEF"
"9641","Toxic effect: Other pesticides","T60.8","303","T60","T51","19","285","4","T","X","T60.8","T608","UNDEF","UNDEF","UNDEF","UNDEF"
"9642","Toxic effect: Pesticide, unspecified","T60.9","303","T60","T51","19","285","4","T","X","T60.9","T609","UNDEF","UNDEF","UNDEF","UNDEF"
"9643","Toxic effect of noxious substances eaten as seafood","T61","304","T61","T51","19","285","3","N","X","T61.-","T61","UNDEF","UNDEF","UNDEF","UNDEF"
"9644","Toxic effect: Ciguatera fish poisoning","T61.0","304","T61","T51","19","285","4","T","X","T61.0","T610","UNDEF","UNDEF","UNDEF","UNDEF"
"9645","Toxic effect: Scombroid fish poisoning","T61.1","304","T61","T51","19","285","4","T","X","T61.1","T611","UNDEF","UNDEF","UNDEF","UNDEF"
"9646","Toxic effect: Other fish and shellfish poisoning","T61.2","304","T61","T51","19","285","4","T","X","T61.2","T612","UNDEF","UNDEF","UNDEF","UNDEF"
"9647","Toxic effect: Toxic effect of other seafoods","T61.8","304","T61","T51","19","285","4","T","X","T61.8","T618","UNDEF","UNDEF","UNDEF","UNDEF"
"9648","Toxic effect: Toxic effect of unspecified seafood","T61.9","304","T61","T51","19","285","4","T","X","T61.9","T619","UNDEF","UNDEF","UNDEF","UNDEF"
"9649","Toxic effect of other noxious substances eaten as food","T62","305","T62","T51","19","285","3","N","X","T62.-","T62","UNDEF","UNDEF","UNDEF","UNDEF"
"9650","Toxic effect: Ingested mushrooms","T62.0","305","T62","T51","19","285","4","T","X","T62.0","T620","UNDEF","UNDEF","UNDEF","UNDEF"
"9651","Toxic effect: Ingested berries","T62.1","305","T62","T51","19","285","4","T","X","T62.1","T621","UNDEF","UNDEF","UNDEF","UNDEF"
"9652","Toxic effect: Other ingested (parts of) plant(s)","T62.2","305","T62","T51","19","285","4","T","X","T62.2","T622","UNDEF","UNDEF","UNDEF","UNDEF"
"9653","Toxic effect: Other specified noxious substances eaten as food","T62.8","305","T62","T51","19","285","4","T","X","T62.8","T628","UNDEF","UNDEF","UNDEF","UNDEF"
"9654","Toxic effect: Noxious substance eaten as food, unspecified","T62.9","305","T62","T51","19","285","4","T","X","T62.9","T629","UNDEF","UNDEF","UNDEF","UNDEF"
"9655","Toxic effect of contact with venomous animals","T63","306","T63","T51","19","285","3","N","X","T63.-","T63","UNDEF","UNDEF","UNDEF","UNDEF"
"9656","Toxic effect: Snake venom","T63.0","306","T63","T51","19","285","4","T","X","T63.0","T630","UNDEF","UNDEF","UNDEF","UNDEF"
"9657","Toxic effect: Venom of other reptiles","T63.1","306","T63","T51","19","285","4","T","X","T63.1","T631","UNDEF","UNDEF","UNDEF","UNDEF"
"9658","Toxic effect: Venom of scorpion","T63.2","306","T63","T51","19","285","4","T","X","T63.2","T632","UNDEF","UNDEF","UNDEF","UNDEF"
"9659","Toxic effect: Venom of spider","T63.3","306","T63","T51","19","285","4","T","X","T63.3","T633","UNDEF","UNDEF","UNDEF","UNDEF"
"9660","Toxic effect: Venom of other arthropods","T63.4","306","T63","T51","19","285","4","T","X","T63.4","T634","UNDEF","UNDEF","UNDEF","UNDEF"
"9661","Toxic effect: Toxic effect of contact with fish","T63.5","306","T63","T51","19","285","4","T","X","T63.5","T635","UNDEF","UNDEF","UNDEF","UNDEF"
"9662","Toxic effect: Toxic effect of contact with other marine animals","T63.6","306","T63","T51","19","285","4","T","X","T63.6","T636","UNDEF","UNDEF","UNDEF","UNDEF"
"9663","Toxic effect: Toxic effect of contact with other venomous animals","T63.8","306","T63","T51","19","285","4","T","X","T63.8","T638","UNDEF","UNDEF","UNDEF","UNDEF"
"9664","Toxic effect: Toxic effect of contact with unspecified venomous animal","T63.9","306","T63","T51","19","285","4","T","X","T63.9","T639","UNDEF","UNDEF","UNDEF","UNDEF"
"9665","Toxic effect of aflatoxin and other mycotoxin food contaminants","T64","307","T64","T51","19","285","3","T","X","T64","T64","UNDEF","UNDEF","UNDEF","UNDEF"
"9666","Toxic effect of other and unspecified substances","T65","308","T65","T51","19","285","3","N","X","T65.-","T65","UNDEF","UNDEF","UNDEF","UNDEF"
"9667","Toxic effect: Cyanides","T65.0","308","T65","T51","19","285","4","T","X","T65.0","T650","UNDEF","UNDEF","UNDEF","UNDEF"
"9668","Toxic effect: Strychnine and its salts","T65.1","308","T65","T51","19","285","4","T","X","T65.1","T651","UNDEF","UNDEF","UNDEF","UNDEF"
"9669","Toxic effect: Tobacco and nicotine","T65.2","308","T65","T51","19","285","4","T","X","T65.2","T652","UNDEF","UNDEF","UNDEF","UNDEF"
"9670","Toxic effect: Nitroderivatives and aminoderivatives of benzene and its homologues","T65.3","308","T65","T51","19","285","4","T","X","T65.3","T653","UNDEF","UNDEF","UNDEF","UNDEF"
"9671","Toxic effect: Carbon disulfide","T65.4","308","T65","T51","19","285","4","T","X","T65.4","T654","UNDEF","UNDEF","UNDEF","UNDEF"
"9672","Toxic effect: Nitroglycerin and other nitric acids and esters","T65.5","308","T65","T51","19","285","4","T","X","T65.5","T655","UNDEF","UNDEF","UNDEF","UNDEF"
"9673","Toxic effect: Paints and dyes, not elsewhere classified","T65.6","308","T65","T51","19","285","4","T","X","T65.6","T656","UNDEF","UNDEF","UNDEF","UNDEF"
"9674","Toxic effect: Toxic effect of other specified substances","T65.8","308","T65","T51","19","285","4","T","X","T65.8","T658","UNDEF","UNDEF","UNDEF","UNDEF"
"9675","Toxic effect: Toxic effect of unspecified substance","T65.9","308","T65","T51","19","285","4","T","X","T65.9","T659","UNDEF","UNDEF","UNDEF","UNDEF"
"9676","Unspecified effects of radiation","T66","309","T66","T66","19","287","3","T","X","T66","T66","UNDEF","UNDEF","UNDEF","UNDEF"
"9677","Effects of heat and light","T67","310","T67","T66","19","287","3","N","X","T67.-","T67","UNDEF","UNDEF","UNDEF","UNDEF"
"9678","Heatstroke and sunstroke","T67.0","310","T67","T66","19","287","4","T","X","T67.0","T670","UNDEF","UNDEF","UNDEF","UNDEF"
"9679","Heat syncope","T67.1","310","T67","T66","19","287","4","T","X","T67.1","T671","UNDEF","UNDEF","UNDEF","UNDEF"
"9680","Heat cramp","T67.2","310","T67","T66","19","287","4","T","X","T67.2","T672","UNDEF","UNDEF","UNDEF","UNDEF"
"9681","Heat exhaustion, anhydrotic","T67.3","310","T67","T66","19","287","4","T","X","T67.3","T673","UNDEF","UNDEF","UNDEF","UNDEF"
"9682","Heat exhaustion due to salt depletion","T67.4","310","T67","T66","19","287","4","T","X","T67.4","T674","UNDEF","UNDEF","UNDEF","UNDEF"
"9683","Heat exhaustion, unspecified","T67.5","310","T67","T66","19","287","4","T","X","T67.5","T675","UNDEF","UNDEF","UNDEF","UNDEF"
"9684","Heat fatigue, transient","T67.6","310","T67","T66","19","287","4","T","X","T67.6","T676","UNDEF","UNDEF","UNDEF","UNDEF"
"9685","Heat oedema","T67.7","310","T67","T66","19","287","4","T","X","T67.7","T677","UNDEF","UNDEF","UNDEF","UNDEF"
"9686","Other effects of heat and light","T67.8","310","T67","T66","19","287","4","T","X","T67.8","T678","UNDEF","UNDEF","UNDEF","UNDEF"
"9687","Effect of heat and light, unspecified","T67.9","310","T67","T66","19","287","4","T","X","T67.9","T679","UNDEF","UNDEF","UNDEF","UNDEF"
"9688","Hypothermia","T68","311","T68","T66","19","287","3","T","X","T68","T68","UNDEF","UNDEF","UNDEF","UNDEF"
"9689","Other effects of reduced temperature","T69","312","T69","T66","19","287","3","N","X","T69.-","T69","UNDEF","UNDEF","UNDEF","UNDEF"
"9690","Immersion hand and foot","T69.0","312","T69","T66","19","287","4","T","X","T69.0","T690","UNDEF","UNDEF","UNDEF","UNDEF"
"9691","Chilblains","T69.1","312","T69","T66","19","287","4","T","X","T69.1","T691","UNDEF","UNDEF","UNDEF","UNDEF"
"9692","Other specified effects of reduced temperature","T69.8","312","T69","T66","19","287","4","T","X","T69.8","T698","UNDEF","UNDEF","UNDEF","UNDEF"
"9693","Effect of reduced temperature, unspecified","T69.9","312","T69","T66","19","287","4","T","X","T69.9","T699","UNDEF","UNDEF","UNDEF","UNDEF"
"9694","Effects of air pressure and water pressure","T70","313","T70","T66","19","287","3","N","X","T70.-","T70","UNDEF","UNDEF","UNDEF","UNDEF"
"9695","Otitic barotrauma","T70.0","313","T70","T66","19","287","4","T","X","T70.0","T700","UNDEF","UNDEF","UNDEF","UNDEF"
"9696","Sinus barotrauma","T70.1","313","T70","T66","19","287","4","T","X","T70.1","T701","UNDEF","UNDEF","UNDEF","UNDEF"
"9697","Other and unspecified effects of high altitude","T70.2","313","T70","T66","19","287","4","T","X","T70.2","T702","UNDEF","UNDEF","UNDEF","UNDEF"
"9698","Caisson disease [decompression sickness]","T70.3","313","T70","T66","19","287","4","T","X","T70.3","T703","UNDEF","UNDEF","UNDEF","UNDEF"
"9699","Effects of high-pressure fluids","T70.4","313","T70","T66","19","287","4","T","X","T70.4","T704","UNDEF","UNDEF","UNDEF","UNDEF"
"9700","Other effects of air pressure and water pressure","T70.8","313","T70","T66","19","287","4","T","X","T70.8","T708","UNDEF","UNDEF","UNDEF","UNDEF"
"9701","Effect of air pressure and water pressure, unspecified","T70.9","313","T70","T66","19","287","4","T","X","T70.9","T709","UNDEF","UNDEF","UNDEF","UNDEF"
"9702","Asphyxiation","T71","314","T71","T66","19","287","3","T","X","T71","T71","UNDEF","UNDEF","UNDEF","UNDEF"
"9703","Effects of other deprivation","T73","315","T73","T66","19","287","3","N","X","T73.-","T73","UNDEF","UNDEF","UNDEF","UNDEF"
"9704","Effects of hunger","T73.0","315","T73","T66","19","287","4","T","X","T73.0","T730","UNDEF","UNDEF","UNDEF","UNDEF"
"9705","Effects of thirst","T73.1","315","T73","T66","19","287","4","T","X","T73.1","T731","UNDEF","UNDEF","UNDEF","UNDEF"
"9706","Exhaustion due to exposure","T73.2","315","T73","T66","19","287","4","T","X","T73.2","T732","UNDEF","UNDEF","UNDEF","UNDEF"
"9707","Exhaustion due to excessive exertion","T73.3","315","T73","T66","19","287","4","T","X","T73.3","T733","UNDEF","UNDEF","UNDEF","UNDEF"
"9708","Other effects of deprivation","T73.8","315","T73","T66","19","287","4","T","X","T73.8","T738","UNDEF","UNDEF","UNDEF","UNDEF"
"9709","Effect of deprivation, unspecified","T73.9","315","T73","T66","19","287","4","T","X","T73.9","T739","UNDEF","UNDEF","UNDEF","UNDEF"
"9710","Maltreatment syndromes","T74","316","T74","T66","19","286","3","N","X","T74.-","T74","UNDEF","UNDEF","UNDEF","UNDEF"
"9711","Neglect or abandonment","T74.0","316","T74","T66","19","286","4","T","X","T74.0","T740","UNDEF","UNDEF","UNDEF","UNDEF"
"9712","Physical abuse","T74.1","316","T74","T66","19","286","4","T","X","T74.1","T741","UNDEF","UNDEF","UNDEF","UNDEF"
"9713","Sexual abuse","T74.2","316","T74","T66","19","286","4","T","X","T74.2","T742","UNDEF","UNDEF","UNDEF","UNDEF"
"9714","Psychological abuse","T74.3","316","T74","T66","19","286","4","T","X","T74.3","T743","UNDEF","UNDEF","UNDEF","UNDEF"
"9715","Other maltreatment syndromes","T74.8","316","T74","T66","19","286","4","T","X","T74.8","T748","UNDEF","UNDEF","UNDEF","UNDEF"
"9716","Maltreatment syndrome, unspecified","T74.9","316","T74","T66","19","286","4","T","X","T74.9","T749","UNDEF","UNDEF","UNDEF","UNDEF"
"9717","Effects of other external causes","T75","317","T75","T66","19","287","3","N","X","T75.-","T75","UNDEF","UNDEF","UNDEF","UNDEF"
"9718","Effects of lightning","T75.0","317","T75","T66","19","287","4","T","X","T75.0","T750","UNDEF","UNDEF","UNDEF","UNDEF"
"9719","Drowning and nonfatal submersion","T75.1","317","T75","T66","19","287","4","T","X","T75.1","T751","UNDEF","UNDEF","UNDEF","UNDEF"
"9720","Effects of vibration","T75.2","317","T75","T66","19","287","4","T","X","T75.2","T752","UNDEF","UNDEF","UNDEF","UNDEF"
"9721","Motion sickness","T75.3","317","T75","T66","19","287","4","T","X","T75.3","T753","UNDEF","UNDEF","UNDEF","UNDEF"
"9722","Effects of electric current","T75.4","317","T75","T66","19","287","4","T","X","T75.4","T754","UNDEF","UNDEF","UNDEF","UNDEF"
"9723","Other specified effects of external causes","T75.8","317","T75","T66","19","287","4","T","X","T75.8","T758","UNDEF","UNDEF","UNDEF","UNDEF"
"9724","Adverse effects, not elsewhere classified","T78","318","T78","T66","19","287","3","N","X","T78.-","T78","UNDEF","UNDEF","UNDEF","UNDEF"
"9725","Anaphylactic shock due to adverse food reaction","T78.0","318","T78","T66","19","287","4","T","X","T78.0","T780","UNDEF","UNDEF","UNDEF","UNDEF"
"9726","Other adverse food reactions, not elsewhere classified","T78.1","318","T78","T66","19","287","4","T","X","T78.1","T781","UNDEF","UNDEF","UNDEF","UNDEF"
"9727","Anaphylactic shock, unspecified","T78.2","318","T78","T66","19","287","4","T","X","T78.2","T782","UNDEF","UNDEF","UNDEF","UNDEF"
"9728","Angioneurotic oedema","T78.3","318","T78","T66","19","287","4","T","X","T78.3","T783","UNDEF","UNDEF","UNDEF","UNDEF"
"9729","Allergy, unspecified","T78.4","318","T78","T66","19","287","4","T","X","T78.4","T784","UNDEF","UNDEF","UNDEF","UNDEF"
"9730","Other adverse effects, not elsewhere classified","T78.8","318","T78","T66","19","287","4","T","X","T78.8","T788","UNDEF","UNDEF","UNDEF","UNDEF"
"9731","Adverse effect, unspecified","T78.9","318","T78","T66","19","287","4","T","X","T78.9","T789","UNDEF","UNDEF","UNDEF","UNDEF"
"9732","Certain early complications of trauma, not elsewhere classified","T79","319","T79","T79","19","288","3","N","X","T79.-","T79","UNDEF","UNDEF","UNDEF","UNDEF"
"9733","Air embolism (traumatic)","T79.0","319","T79","T79","19","288","4","T","X","T79.0","T790","UNDEF","UNDEF","UNDEF","UNDEF"
"9734","Fat embolism (traumatic)","T79.1","319","T79","T79","19","288","4","T","X","T79.1","T791","UNDEF","UNDEF","UNDEF","UNDEF"
"9735","Traumatic secondary and recurrent haemorrhage","T79.2","319","T79","T79","19","288","4","T","X","T79.2","T792","UNDEF","UNDEF","UNDEF","UNDEF"
"9736","Post-traumatic wound infection, not elsewhere classified","T79.3","319","T79","T79","19","288","4","T","X","T79.3","T793","UNDEF","UNDEF","UNDEF","UNDEF"
"9737","Traumatic shock","T79.4","319","T79","T79","19","288","4","T","X","T79.4","T794","UNDEF","UNDEF","UNDEF","UNDEF"
"9738","Traumatic anuria","T79.5","319","T79","T79","19","288","4","T","X","T79.5","T795","UNDEF","UNDEF","UNDEF","UNDEF"
"9739","Traumatic ischaemia of muscle","T79.6","319","T79","T79","19","288","4","T","X","T79.6","T796","UNDEF","UNDEF","UNDEF","UNDEF"
"9740","Traumatic subcutaneous emphysema","T79.7","319","T79","T79","19","288","4","T","X","T79.7","T797","UNDEF","UNDEF","UNDEF","UNDEF"
"9741","Other early complications of trauma","T79.8","319","T79","T79","19","288","4","T","X","T79.8","T798","UNDEF","UNDEF","UNDEF","UNDEF"
"9742","Unspecified early complication of trauma","T79.9","319","T79","T79","19","288","4","T","X","T79.9","T799","UNDEF","UNDEF","UNDEF","UNDEF"
"9743","Complications following infusion, transfusion and therapeutic injection","T80","1569","T80","T80","19","288","3","N","X","T80.-","T80","UNDEF","UNDEF","UNDEF","UNDEF"
"9744","Air embolism following infusion, transfusion and therapeutic injection","T80.0","1569","T80","T80","19","288","4","T","X","T80.0","T800","UNDEF","UNDEF","UNDEF","UNDEF"
"9745","Vascular complications following infusion, transfusion and therapeutic injection","T80.1","1569","T80","T80","19","288","4","T","X","T80.1","T801","UNDEF","UNDEF","UNDEF","UNDEF"
"9746","Infections following infusion, transfusion and therapeutic injection","T80.2","1569","T80","T80","19","288","4","T","X","T80.2","T802","UNDEF","UNDEF","UNDEF","UNDEF"
"9747","ABO incompatibility reaction","T80.3","1569","T80","T80","19","288","4","T","X","T80.3","T803","UNDEF","UNDEF","UNDEF","UNDEF"
"9748","Rh incompatibility reaction","T80.4","1569","T80","T80","19","288","4","T","X","T80.4","T804","UNDEF","UNDEF","UNDEF","UNDEF"
"9749","Anaphylactic shock due to serum","T80.5","1569","T80","T80","19","288","4","T","X","T80.5","T805","UNDEF","UNDEF","UNDEF","UNDEF"
"9750","Other serum reactions","T80.6","1569","T80","T80","19","288","4","T","X","T80.6","T806","UNDEF","UNDEF","UNDEF","UNDEF"
"9751","Other complications following infusion, transfusion and therapeutic injection","T80.8","1569","T80","T80","19","288","4","T","X","T80.8","T808","UNDEF","UNDEF","UNDEF","UNDEF"
"9752","Unspecified complication following infusion, transfusion and therapeutic injection","T80.9","1569","T80","T80","19","288","4","T","X","T80.9","T809","UNDEF","UNDEF","UNDEF","UNDEF"
"9753","Complications of procedures, not elsewhere classified","T81","1570","T81","T80","19","288","3","N","X","T81.-","T81","UNDEF","UNDEF","UNDEF","UNDEF"
"9754","Haemorrhage and haematoma complicating a procedure, not elsewhere classified","T81.0","1570","T81","T80","19","288","4","T","X","T81.0","T810","UNDEF","UNDEF","UNDEF","UNDEF"
"9755","Shock during or resulting from a procedure, not elsewhere classified","T81.1","1570","T81","T80","19","288","4","T","X","T81.1","T811","UNDEF","UNDEF","UNDEF","UNDEF"
"9756","Accidental puncture and laceration during a procedure, not elsewhere classified","T81.2","1570","T81","T80","19","288","4","T","X","T81.2","T812","UNDEF","UNDEF","UNDEF","UNDEF"
"9757","Disruption of operation wound, not elsewhere classified","T81.3","1570","T81","T80","19","288","4","T","X","T81.3","T813","UNDEF","UNDEF","UNDEF","UNDEF"
"9758","Infection following a procedure, not elsewhere classified","T81.4","1570","T81","T80","19","288","4","T","X","T81.4","T814","UNDEF","UNDEF","UNDEF","UNDEF"
"9759","Foreign body accidentally left in body cavity or operation wound following a procedure","T81.5","1570","T81","T80","19","288","4","T","X","T81.5","T815","UNDEF","UNDEF","UNDEF","UNDEF"
"9760","Acute reaction to foreign substance accidentally left during a procedure","T81.6","1570","T81","T80","19","288","4","T","X","T81.6","T816","UNDEF","UNDEF","UNDEF","UNDEF"
"9761","Vascular complications following a procedure, not elsewhere classified","T81.7","1570","T81","T80","19","288","4","T","X","T81.7","T817","UNDEF","UNDEF","UNDEF","UNDEF"
"9762","Other complications of procedures, not elsewhere classified","T81.8","1570","T81","T80","19","288","4","T","X","T81.8","T818","UNDEF","UNDEF","UNDEF","UNDEF"
"9763","Unspecified complication of procedure","T81.9","1570","T81","T80","19","288","4","T","X","T81.9","T819","UNDEF","UNDEF","UNDEF","UNDEF"
"9764","Complications of cardiac and vascular prosthetic devices, implants and grafts","T82","1571","T82","T80","19","288","3","N","X","T82.-","T82","UNDEF","UNDEF","UNDEF","UNDEF"
"9765","Mechanical complication of heart valve prosthesis","T82.0","1571","T82","T80","19","288","4","T","X","T82.0","T820","UNDEF","UNDEF","UNDEF","UNDEF"
"9766","Mechanical complication of cardiac electronic device","T82.1","1571","T82","T80","19","288","4","T","X","T82.1","T821","UNDEF","UNDEF","UNDEF","UNDEF"
"9767","Mechanical complication of coronary artery bypass and valve grafts","T82.2","1571","T82","T80","19","288","4","T","X","T82.2","T822","UNDEF","UNDEF","UNDEF","UNDEF"
"9768","Mechanical complication of other vascular grafts","T82.3","1571","T82","T80","19","288","4","T","X","T82.3","T823","UNDEF","UNDEF","UNDEF","UNDEF"
"9769","Mechanical complication of vascular dialysis catheter","T82.4","1571","T82","T80","19","288","4","T","X","T82.4","T824","UNDEF","UNDEF","UNDEF","UNDEF"
"9770","Mechanical complication of other cardiac and vascular devices and implants","T82.5","1571","T82","T80","19","288","4","T","X","T82.5","T825","UNDEF","UNDEF","UNDEF","UNDEF"
"9771","Infection and inflammatory reaction due to cardiac valve prosthesis","T82.6","1571","T82","T80","19","288","4","T","X","T82.6","T826","UNDEF","UNDEF","UNDEF","UNDEF"
"9772","Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts","T82.7","1571","T82","T80","19","288","4","T","X","T82.7","T827","UNDEF","UNDEF","UNDEF","UNDEF"
"9773","Other specified complications of cardiac and vascular prosthetic devices, implants and grafts","T82.8","1571","T82","T80","19","288","4","T","X","T82.8","T828","UNDEF","UNDEF","UNDEF","UNDEF"
"9774","Unspecified complication of cardiac and vascular prosthetic device, implant and graft","T82.9","1571","T82","T80","19","288","4","T","X","T82.9","T829","UNDEF","UNDEF","UNDEF","UNDEF"
"9775","Complications of genitourinary prosthetic devices, implants and grafts","T83","1572","T83","T80","19","288","3","N","X","T83.-","T83","UNDEF","UNDEF","UNDEF","UNDEF"
"9776","Mechanical complication of urinary (indwelling) catheter","T83.0","1572","T83","T80","19","288","4","T","X","T83.0","T830","UNDEF","UNDEF","UNDEF","UNDEF"
"9777","Mechanical complication of other urinary devices and implants","T83.1","1572","T83","T80","19","288","4","T","X","T83.1","T831","UNDEF","UNDEF","UNDEF","UNDEF"
"9778","Mechanical complication of graft of urinary organ","T83.2","1572","T83","T80","19","288","4","T","X","T83.2","T832","UNDEF","UNDEF","UNDEF","UNDEF"
"9779","Mechanical complication of intrauterine contraceptive device","T83.3","1572","T83","T80","19","288","4","T","X","T83.3","T833","UNDEF","UNDEF","UNDEF","UNDEF"
"9780","Mechanical complication of other prosthetic devices, implants and grafts in genital tract","T83.4","1572","T83","T80","19","288","4","T","X","T83.4","T834","UNDEF","UNDEF","UNDEF","UNDEF"
"9781","Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system","T83.5","1572","T83","T80","19","288","4","T","X","T83.5","T835","UNDEF","UNDEF","UNDEF","UNDEF"
"9782","Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract","T83.6","1572","T83","T80","19","288","4","T","X","T83.6","T836","UNDEF","UNDEF","UNDEF","UNDEF"
"9783","Other complications of genitourinary prosthetic devices, implants and grafts","T83.8","1572","T83","T80","19","288","4","T","X","T83.8","T838","UNDEF","UNDEF","UNDEF","UNDEF"
"9784","Unspecified complication of genitourinary prosthetic device, implant and graft","T83.9","1572","T83","T80","19","288","4","T","X","T83.9","T839","UNDEF","UNDEF","UNDEF","UNDEF"
"9785","Complications of internal orthopaedic prosthetic devices, implants and grafts","T84","1573","T84","T80","19","288","3","N","X","T84.-","T84","UNDEF","UNDEF","UNDEF","UNDEF"
"9786","Mechanical complication of internal joint prosthesis","T84.0","1573","T84","T80","19","288","4","T","X","T84.0","T840","UNDEF","UNDEF","UNDEF","UNDEF"
"9787","Mechanical complication of internal fixation device of bones of limb","T84.1","1573","T84","T80","19","288","4","T","X","T84.1","T841","UNDEF","UNDEF","UNDEF","UNDEF"
"9788","Mechanical complication of internal fixation device of other bones","T84.2","1573","T84","T80","19","288","4","T","X","T84.2","T842","UNDEF","UNDEF","UNDEF","UNDEF"
"9789","Mechanical complication of other bone devices, implants and grafts","T84.3","1573","T84","T80","19","288","4","T","X","T84.3","T843","UNDEF","UNDEF","UNDEF","UNDEF"
"9790","Mechanical complication of other internal orthopaedic devices, implants and grafts","T84.4","1573","T84","T80","19","288","4","T","X","T84.4","T844","UNDEF","UNDEF","UNDEF","UNDEF"
"9791","Infection and inflammatory reaction due to internal joint prosthesis","T84.5","1573","T84","T80","19","288","4","T","X","T84.5","T845","UNDEF","UNDEF","UNDEF","UNDEF"
"9792","Infection and inflammatory reaction due to internal fixation device [any site]","T84.6","1573","T84","T80","19","288","4","T","X","T84.6","T846","UNDEF","UNDEF","UNDEF","UNDEF"
"9793","Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts","T84.7","1573","T84","T80","19","288","4","T","X","T84.7","T847","UNDEF","UNDEF","UNDEF","UNDEF"
"9794","Other complications of internal orthopaedic prosthetic devices, implants and grafts","T84.8","1573","T84","T80","19","288","4","T","X","T84.8","T848","UNDEF","UNDEF","UNDEF","UNDEF"
"9795","Unspecified complication of internal orthopaedic prosthetic device, implant and graft","T84.9","1573","T84","T80","19","288","4","T","X","T84.9","T849","UNDEF","UNDEF","UNDEF","UNDEF"
"9796","Complications of other internal prosthetic devices, implants and grafts","T85","1574","T85","T80","19","288","3","N","X","T85.-","T85","UNDEF","UNDEF","UNDEF","UNDEF"
"9797","Mechanical complication of ventricular intracranial (communicating) shunt","T85.0","1574","T85","T80","19","288","4","T","X","T85.0","T850","UNDEF","UNDEF","UNDEF","UNDEF"
"9798","Mechanical complication of implanted electronic stimulator of nervous system","T85.1","1574","T85","T80","19","288","4","T","X","T85.1","T851","UNDEF","UNDEF","UNDEF","UNDEF"
"9799","Mechanical complication of intraocular lens","T85.2","1574","T85","T80","19","288","4","T","X","T85.2","T852","UNDEF","UNDEF","UNDEF","UNDEF"
"9800","Mechanical complication of other ocular prosthetic devices, implants and grafts","T85.3","1574","T85","T80","19","288","4","T","X","T85.3","T853","UNDEF","UNDEF","UNDEF","UNDEF"
"9801","Mechanical complication of breast prosthesis and implant","T85.4","1574","T85","T80","19","288","4","T","X","T85.4","T854","UNDEF","UNDEF","UNDEF","UNDEF"
"9802","Mechanical complication of gastrointestinal prosthetic devices, implants and grafts","T85.5","1574","T85","T80","19","288","4","T","X","T85.5","T855","UNDEF","UNDEF","UNDEF","UNDEF"
"9803","Mechanical complication of other specified internal prosthetic devices, implants and grafts","T85.6","1574","T85","T80","19","288","4","T","X","T85.6","T856","UNDEF","UNDEF","UNDEF","UNDEF"
"9804","Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts","T85.7","1574","T85","T80","19","288","4","T","X","T85.7","T857","UNDEF","UNDEF","UNDEF","UNDEF"
"9805","Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified","T85.8","1574","T85","T80","19","288","4","T","X","T85.8","T858","UNDEF","UNDEF","UNDEF","UNDEF"
"9806","Unspecified complication of internal prosthetic device, implant and graft","T85.9","1574","T85","T80","19","288","4","T","X","T85.9","T859","UNDEF","UNDEF","UNDEF","UNDEF"
"9807","Failure and rejection of transplanted organs and tissues","T86","1575","T86","T80","19","288","3","N","X","T86.-","T86","UNDEF","UNDEF","UNDEF","UNDEF"
"9808","Bone-marrow transplant rejection","T86.0","1575","T86","T80","19","288","4","T","X","T86.0","T860","UNDEF","UNDEF","UNDEF","UNDEF"
"9809","Kidney transplant failure and rejection","T86.1","1575","T86","T80","19","288","4","T","X","T86.1","T861","UNDEF","UNDEF","UNDEF","UNDEF"
"9810","Heart transplant failure and rejection","T86.2","1575","T86","T80","19","288","4","T","X","T86.2","T862","UNDEF","UNDEF","UNDEF","UNDEF"
